period_date,provider_org_code,provider_org_name,elective_ga_ordinary_admissions_ffces,elective_ga_daycase_admissions_ffces,elective_ga_total_admissions_ffces,elective_ga_planned_ordinary_admissions_ffces,elective_ga_planned_daycase_admissions_ffces,elective_ga_planned_total_admissions_ffces,elective_ga_admissions_ffces_nhs_treatment_centres_tcs,total_nonelective_ga_admissions_ffces,gp_referrals_made_all_specialties,gp_referrals_seen_all_specialties,gp_referrals_made_ga,gp_referrals_seen_ga,other_referrals_made_ga,all_1st_outpatient_attendances_ga
2014-09-01,NT347,SPIRE FYLDE COAST HOSPITAL,42,337,379,42,337,379,0,0,516,489,516,489,0,489
2014-10-01,NT347,SPIRE FYLDE COAST HOSPITAL,61,416,477,61,416,477,0,0,707,625,707,625,0,625
2014-11-01,NT347,SPIRE FYLDE COAST HOSPITAL,62,313,375,62,313,375,0,0,578,599,578,599,0,599
2014-12-01,NT347,SPIRE FYLDE COAST HOSPITAL,50,277,327,50,277,327,0,0,719,633,719,633,0,633
2015-01-01,NT347,SPIRE FYLDE COAST HOSPITAL,51,392,443,0,0,0,0,0,831,614,831,614,0,614
2015-02-01,NT347,SPIRE FYLDE COAST HOSPITAL,66,415,481,0,0,0,0,0,786,665,786,665,0,665
2015-03-01,NT347,SPIRE FYLDE COAST HOSPITAL,46,393,439,0,0,0,0,0,886,636,886,636,0,636
2015-04-01,NT347,SPIRE FYLDE COAST HOSPITAL,67,419,486,67,419,486,0,0,556,618,556,618,0,618
2015-05-01,NT347,SPIRE FYLDE COAST HOSPITAL,73,436,509,73,436,509,0,0,543,473,543,473,0,473
2015-06-01,NT347,SPIRE FYLDE COAST HOSPITAL,68,379,447,68,379,447,0,0,531,680,531,680,0,680
2015-07-01,NT347,SPIRE FYLDE COAST HOSPITAL,75,360,435,75,360,435,0,0,560,644,560,644,0,644
2015-08-01,NT347,SPIRE FYLDE COAST HOSPITAL,53,277,330,53,277,330,0,0,796,600,796,600,0,600
2015-09-01,NT347,SPIRE FYLDE COAST HOSPITAL,53,383,436,0,0,0,0,0,689,600,689,600,0,600
2015-10-01,NT347,SPIRE FYLDE COAST HOSPITAL,63,490,553,0,0,0,0,0,845,642,845,642,0,642
2015-11-01,NT347,SPIRE FYLDE COAST HOSPITAL,57,432,489,0,0,0,0,0,868,601,868,601,0,601
2015-12-01,NT347,SPIRE FYLDE COAST HOSPITAL,46,350,396,0,0,0,0,0,515,583,515,583,0,583
2016-01-01,NT347,SPIRE FYLDE COAST HOSPITAL,47,330,377,0,0,0,0,0,851,479,851,479,0,479
2016-02-01,NT347,SPIRE FYLDE COAST HOSPITAL,58,323,381,0,0,0,0,0,594,460,594,460,0,460
2016-03-01,NT347,SPIRE FYLDE COAST HOSPITAL,38,301,339,0,0,0,0,0,722,466,722,466,0,466
2016-04-01,NT347,SPIRE FYLDE COAST HOSPITAL,58,477,535,0,0,0,0,0,941,674,941,674,0,674
2016-05-01,NT347,SPIRE FYLDE COAST HOSPITAL,63,548,611,0,0,0,0,0,896,556,896,556,0,556
2016-06-01,NT347,SPIRE FYLDE COAST HOSPITAL,55,409,464,0,0,0,0,0,924,587,924,587,0,587
2016-07-01,NT347,SPIRE FYLDE COAST HOSPITAL,59,388,447,0,0,0,0,0,812,599,812,599,0,599
2016-08-01,NT347,SPIRE FYLDE COAST HOSPITAL,41,416,457,0,0,0,0,0,1004,634,1004,634,0,634
2016-09-01,NT347,SPIRE FYLDE COAST HOSPITAL,54,403,457,0,0,0,0,0,856,610,856,610,0,610
2016-10-01,NT347,SPIRE FYLDE COAST HOSPITAL,69,452,521,0,0,0,0,0,792,522,792,522,0,522
2016-11-01,NT347,SPIRE FYLDE COAST HOSPITAL,64,434,498,0,0,0,0,0,676,489,676,489,0,489
2016-12-01,NT347,SPIRE FYLDE COAST HOSPITAL,55,315,370,0,0,0,0,0,636,333,636,333,0,333
2012-01-01,NT308,SPIRE GATWICK PARK HOSPITAL,19,47,66,19,47,66,0,0,64,26,64,26,0,26
2012-02-01,NT308,SPIRE GATWICK PARK HOSPITAL,28,35,63,28,35,63,0,0,89,20,89,20,0,20
2012-03-01,NT308,SPIRE GATWICK PARK HOSPITAL,20,65,85,20,65,85,0,0,63,27,63,27,0,27
2012-04-01,NT308,SPIRE GATWICK PARK HOSPITAL,20,34,54,20,34,54,0,0,78,42,78,42,0,42
2012-05-01,NT308,SPIRE GATWICK PARK HOSPITAL,34,54,88,34,54,88,0,0,83,48,83,48,0,48
2012-06-01,NT308,SPIRE GATWICK PARK HOSPITAL,26,22,48,26,22,48,0,0,64,50,64,50,0,50
2012-07-01,NT308,SPIRE GATWICK PARK HOSPITAL,23,33,56,23,33,56,0,0,68,39,68,39,0,39
2012-08-01,NT308,SPIRE GATWICK PARK HOSPITAL,22,32,54,22,32,54,0,0,54,36,54,36,0,36
2012-09-01,NT308,SPIRE GATWICK PARK HOSPITAL,35,40,75,35,40,75,0,0,56,27,56,27,0,27
2012-10-01,NT308,SPIRE GATWICK PARK HOSPITAL,25,40,65,25,40,65,0,0,71,189,71,189,0,189
2012-11-01,NT308,SPIRE GATWICK PARK HOSPITAL,27,41,68,27,41,68,0,0,51,39,51,39,0,39
2012-12-01,NT308,SPIRE GATWICK PARK HOSPITAL,24,22,46,24,22,46,0,0,34,27,34,27,0,27
2013-01-01,NT308,SPIRE GATWICK PARK HOSPITAL,15,47,62,15,47,62,0,0,32,30,32,30,0,30
2013-02-01,NT308,SPIRE GATWICK PARK HOSPITAL,29,29,58,29,29,58,0,0,22,11,22,11,0,11
2013-03-01,NT308,SPIRE GATWICK PARK HOSPITAL,31,28,59,31,28,59,0,0,30,24,30,24,0,24
2013-04-01,NT308,SPIRE GATWICK PARK HOSPITAL,58,84,142,58,84,142,0,0,108,106,108,106,0,106
2013-05-01,NT308,SPIRE GATWICK PARK HOSPITAL,18,38,56,18,38,56,0,0,35,29,35,29,0,29
2013-06-01,NT308,SPIRE GATWICK PARK HOSPITAL,21,30,51,21,30,51,0,0,26,68,26,68,0,68
2013-07-01,NT308,SPIRE GATWICK PARK HOSPITAL,21,26,47,21,26,47,0,0,35,31,35,31,0,31
2013-08-01,NT308,SPIRE GATWICK PARK HOSPITAL,20,20,40,20,20,40,0,0,32,25,32,25,0,25
2013-09-01,NT308,SPIRE GATWICK PARK HOSPITAL,23,20,43,23,20,43,0,0,25,26,25,26,0,26
2013-10-01,NT308,SPIRE GATWICK PARK HOSPITAL,36,37,73,36,37,73,0,0,28,15,28,15,0,15
2013-11-01,NT308,SPIRE GATWICK PARK HOSPITAL,29,36,65,29,36,65,0,0,24,21,24,21,0,21
2013-12-01,NT308,SPIRE GATWICK PARK HOSPITAL,21,32,53,21,32,53,0,0,25,20,25,20,0,20
2014-01-01,NT308,SPIRE GATWICK PARK HOSPITAL,36,73,109,36,73,109,0,0,61,89,61,89,0,89
2014-02-01,NT308,SPIRE GATWICK PARK HOSPITAL,34,74,108,34,74,108,0,0,42,87,42,87,0,87
2014-03-01,NT308,SPIRE GATWICK PARK HOSPITAL,42,74,116,42,74,116,0,0,64,74,64,74,0,74
2014-04-01,NT308,SPIRE GATWICK PARK HOSPITAL,22,24,46,22,24,46,0,0,27,28,27,28,0,28
2014-05-01,NT308,SPIRE GATWICK PARK HOSPITAL,25,24,49,25,24,49,0,0,39,30,39,30,0,30
2014-06-01,NT308,SPIRE GATWICK PARK HOSPITAL,24,26,50,24,26,50,0,0,48,48,48,48,0,48
2014-07-01,NT308,SPIRE GATWICK PARK HOSPITAL,26,28,54,26,28,54,0,0,73,61,73,61,0,61
2014-08-01,NT308,SPIRE GATWICK PARK HOSPITAL,30,35,65,30,35,65,0,0,34,46,34,46,0,46
2014-09-01,NT308,SPIRE GATWICK PARK HOSPITAL,32,61,93,32,61,93,0,0,38,90,38,90,0,90
2014-10-01,NT308,SPIRE GATWICK PARK HOSPITAL,40,68,108,40,68,108,0,0,43,58,43,58,0,58
2014-11-01,NT308,SPIRE GATWICK PARK HOSPITAL,35,76,111,35,76,111,0,0,54,73,54,73,0,73
2014-12-01,NT308,SPIRE GATWICK PARK HOSPITAL,29,63,92,29,63,92,0,0,40,91,40,91,0,91
2015-01-01,NT308,SPIRE GATWICK PARK HOSPITAL,25,87,112,0,0,0,0,0,125,52,125,52,0,52
2015-02-01,NT308,SPIRE GATWICK PARK HOSPITAL,23,54,77,0,0,0,0,0,124,75,124,75,0,75
2015-03-01,NT308,SPIRE GATWICK PARK HOSPITAL,34,71,105,0,0,0,0,0,127,69,127,69,0,69
2015-04-01,NT308,SPIRE GATWICK PARK HOSPITAL,34,79,113,34,79,113,0,0,57,59,57,59,0,59
2015-05-01,NT308,SPIRE GATWICK PARK HOSPITAL,48,61,109,48,61,109,0,0,55,41,55,41,0,41
2015-06-01,NT308,SPIRE GATWICK PARK HOSPITAL,27,74,101,27,74,101,0,0,52,50,52,50,0,50
2015-07-01,NT308,SPIRE GATWICK PARK HOSPITAL,31,69,100,31,69,100,0,0,49,54,49,54,0,54
2015-08-01,NT308,SPIRE GATWICK PARK HOSPITAL,30,50,80,30,50,80,0,0,49,53,49,53,0,53
2015-09-01,NT308,SPIRE GATWICK PARK HOSPITAL,29,61,90,0,0,0,0,0,99,43,99,43,0,43
2015-10-01,NT308,SPIRE GATWICK PARK HOSPITAL,26,53,79,0,0,0,0,0,78,58,78,58,0,58
2015-11-01,NT308,SPIRE GATWICK PARK HOSPITAL,24,45,69,0,0,0,0,0,77,62,77,62,0,62
2015-12-01,NT308,SPIRE GATWICK PARK HOSPITAL,25,73,98,0,0,0,0,0,97,61,97,61,0,61
2016-01-01,NT308,SPIRE GATWICK PARK HOSPITAL,30,60,90,0,0,0,0,0,138,70,138,70,0,70
2016-02-01,NT308,SPIRE GATWICK PARK HOSPITAL,33,48,81,0,0,0,0,0,113,74,113,74,0,74
2016-03-01,NT308,SPIRE GATWICK PARK HOSPITAL,35,89,124,0,0,0,0,0,107,62,107,62,0,62
2016-04-01,NT308,SPIRE GATWICK PARK HOSPITAL,27,75,102,0,0,0,0,0,155,66,155,66,0,66
2016-05-01,NT308,SPIRE GATWICK PARK HOSPITAL,25,57,82,0,0,0,0,0,136,85,136,85,0,85
2016-06-01,NT308,SPIRE GATWICK PARK HOSPITAL,32,60,92,0,0,0,0,0,172,78,172,78,0,78
2016-07-01,NT308,SPIRE GATWICK PARK HOSPITAL,30,53,83,0,0,0,0,0,128,63,128,63,0,63
2016-08-01,NT308,SPIRE GATWICK PARK HOSPITAL,30,47,77,0,0,0,0,0,157,60,157,60,0,60
2016-09-01,NT308,SPIRE GATWICK PARK HOSPITAL,19,55,74,0,0,0,0,0,136,75,136,75,0,75
2016-10-01,NT308,SPIRE GATWICK PARK HOSPITAL,32,66,98,0,0,0,0,0,120,86,120,86,0,86
2016-11-01,NT308,SPIRE GATWICK PARK HOSPITAL,33,73,106,0,0,0,0,0,125,84,125,84,0,84
2016-12-01,NT308,SPIRE GATWICK PARK HOSPITAL,26,57,83,0,0,0,0,0,99,44,99,44,0,44
2012-01-01,NT316,SPIRE HARPENDEN HOSPITAL,24,58,82,24,58,82,0,0,183,137,183,137,0,137
2012-02-01,NT316,SPIRE HARPENDEN HOSPITAL,30,91,121,30,91,121,0,0,147,155,147,155,0,155
2012-03-01,NT316,SPIRE HARPENDEN HOSPITAL,40,67,107,40,67,107,0,0,155,85,155,85,0,85
2012-04-01,NT316,SPIRE HARPENDEN HOSPITAL,23,54,77,23,54,77,0,0,122,84,122,84,0,84
2012-05-01,NT316,SPIRE HARPENDEN HOSPITAL,23,53,76,23,53,76,0,0,140,82,140,82,0,82
2012-06-01,NT316,SPIRE HARPENDEN HOSPITAL,20,50,70,20,50,70,0,0,110,119,110,119,0,119
2012-07-01,NT316,SPIRE HARPENDEN HOSPITAL,26,54,80,26,54,80,0,0,131,99,131,99,0,99
2012-08-01,NT316,SPIRE HARPENDEN HOSPITAL,25,51,76,25,51,76,0,0,136,101,136,101,0,101
2012-09-01,NT316,SPIRE HARPENDEN HOSPITAL,22,54,76,22,54,76,0,0,132,113,132,113,0,113
2012-10-01,NT316,SPIRE HARPENDEN HOSPITAL,24,60,84,24,60,84,0,0,152,274,152,274,0,274
2012-11-01,NT316,SPIRE HARPENDEN HOSPITAL,28,67,95,28,67,95,0,0,184,139,184,139,0,139
2012-12-01,NT316,SPIRE HARPENDEN HOSPITAL,21,66,87,21,66,87,0,0,121,103,121,103,0,103
2013-01-01,NT316,SPIRE HARPENDEN HOSPITAL,34,74,108,34,74,108,0,0,74,140,74,140,0,140
2013-02-01,NT316,SPIRE HARPENDEN HOSPITAL,24,68,92,24,68,92,0,0,56,89,56,89,0,89
2013-03-01,NT316,SPIRE HARPENDEN HOSPITAL,35,100,135,35,100,135,0,0,122,126,122,126,0,126
2013-04-01,NT316,SPIRE HARPENDEN HOSPITAL,40,53,93,40,53,93,0,0,166,198,166,198,0,198
2013-05-01,NT316,SPIRE HARPENDEN HOSPITAL,33,55,88,33,55,88,0,0,180,220,180,220,0,220
2013-06-01,NT316,SPIRE HARPENDEN HOSPITAL,29,73,102,29,73,102,0,0,171,279,171,279,0,279
2013-07-01,NT316,SPIRE HARPENDEN HOSPITAL,39,95,134,39,95,134,0,0,78,177,78,177,0,177
2013-08-01,NT316,SPIRE HARPENDEN HOSPITAL,36,99,135,36,99,135,0,0,140,152,140,152,0,152
2013-09-01,NT316,SPIRE HARPENDEN HOSPITAL,32,87,119,32,87,119,0,0,125,188,125,188,0,188
2013-10-01,NT316,SPIRE HARPENDEN HOSPITAL,38,115,153,38,115,153,0,0,97,140,97,140,0,140
2013-11-01,NT316,SPIRE HARPENDEN HOSPITAL,40,93,133,40,93,133,0,0,29,138,29,138,0,138
2013-12-01,NT316,SPIRE HARPENDEN HOSPITAL,32,57,89,32,57,89,0,0,74,99,74,99,0,99
2014-01-01,NT316,SPIRE HARPENDEN HOSPITAL,44,125,169,44,125,169,0,0,92,162,92,162,0,162
2014-02-01,NT316,SPIRE HARPENDEN HOSPITAL,42,91,133,42,91,133,0,0,80,137,80,137,0,137
2014-03-01,NT316,SPIRE HARPENDEN HOSPITAL,34,86,120,34,86,120,0,0,138,135,138,135,0,135
2014-04-01,NT316,SPIRE HARPENDEN HOSPITAL,33,79,112,33,79,112,0,0,92,129,92,129,0,129
2014-05-01,NT316,SPIRE HARPENDEN HOSPITAL,36,77,113,36,77,113,0,0,98,155,98,155,0,155
2014-06-01,NT316,SPIRE HARPENDEN HOSPITAL,25,71,96,25,71,96,0,0,107,229,107,229,0,229
2014-07-01,NT316,SPIRE HARPENDEN HOSPITAL,32,100,132,32,100,132,0,0,124,241,124,241,0,241
2014-08-01,NT316,SPIRE HARPENDEN HOSPITAL,52,107,159,52,107,159,0,0,167,208,167,208,0,208
2014-09-01,NT316,SPIRE HARPENDEN HOSPITAL,35,108,143,35,108,143,0,0,151,185,151,185,0,185
2014-10-01,NT316,SPIRE HARPENDEN HOSPITAL,45,115,160,45,115,160,0,0,138,177,138,177,0,177
2014-11-01,NT316,SPIRE HARPENDEN HOSPITAL,46,97,143,46,97,143,0,0,138,195,138,195,0,195
2014-12-01,NT316,SPIRE HARPENDEN HOSPITAL,40,100,140,40,100,140,0,0,111,121,111,121,0,121
2015-01-01,NT316,SPIRE HARPENDEN HOSPITAL,36,110,146,0,0,0,0,0,254,197,254,197,0,197
2015-02-01,NT316,SPIRE HARPENDEN HOSPITAL,67,113,180,0,0,0,0,0,277,189,277,189,0,189
2015-03-01,NT316,SPIRE HARPENDEN HOSPITAL,63,90,153,0,0,0,0,0,258,199,258,199,0,199
2015-04-01,NT316,SPIRE HARPENDEN HOSPITAL,35,87,122,35,87,122,0,0,114,141,114,141,0,141
2015-05-01,NT316,SPIRE HARPENDEN HOSPITAL,45,72,117,45,72,117,0,0,129,172,129,172,0,172
2015-06-01,NT316,SPIRE HARPENDEN HOSPITAL,39,103,142,39,103,142,0,0,119,171,119,171,0,171
2015-07-01,NT316,SPIRE HARPENDEN HOSPITAL,46,77,123,46,77,123,0,0,150,142,150,142,0,142
2015-08-01,NT316,SPIRE HARPENDEN HOSPITAL,39,77,116,39,77,116,0,0,183,245,183,245,0,245
2015-09-01,NT316,SPIRE HARPENDEN HOSPITAL,49,86,135,0,0,0,0,0,217,182,217,182,0,182
2015-10-01,NT316,SPIRE HARPENDEN HOSPITAL,62,107,169,0,0,0,0,0,249,177,249,177,0,177
2015-11-01,NT316,SPIRE HARPENDEN HOSPITAL,64,108,172,0,0,0,0,0,185,194,185,194,0,194
2015-12-01,NT316,SPIRE HARPENDEN HOSPITAL,49,86,135,0,0,0,0,0,215,173,215,173,0,173
2016-01-01,NT316,SPIRE HARPENDEN HOSPITAL,66,101,167,0,0,0,0,0,225,150,225,150,0,150
2016-02-01,NT316,SPIRE HARPENDEN HOSPITAL,64,83,147,0,0,0,0,0,204,145,204,145,0,145
2016-03-01,NT316,SPIRE HARPENDEN HOSPITAL,59,88,147,0,0,0,0,0,207,151,207,151,0,151
2016-04-01,NT316,SPIRE HARPENDEN HOSPITAL,51,119,170,0,0,0,0,0,256,193,256,193,0,193
2016-05-01,NT316,SPIRE HARPENDEN HOSPITAL,46,94,140,0,0,0,0,0,308,198,308,198,0,198
2016-06-01,NT316,SPIRE HARPENDEN HOSPITAL,51,81,132,0,0,0,0,0,234,219,234,219,0,219
2016-07-01,NT316,SPIRE HARPENDEN HOSPITAL,48,101,149,0,0,0,0,0,253,159,253,159,0,159
2016-08-01,NT316,SPIRE HARPENDEN HOSPITAL,43,122,165,0,0,0,0,0,260,194,260,194,0,194
2016-09-01,NT316,SPIRE HARPENDEN HOSPITAL,59,115,174,0,0,0,0,0,228,195,228,195,0,195
2016-10-01,NT316,SPIRE HARPENDEN HOSPITAL,67,100,167,0,0,0,0,0,267,203,267,203,0,203
2016-11-01,NT316,SPIRE HARPENDEN HOSPITAL,41,97,138,0,0,0,0,0,205,214,205,214,0,214
2016-12-01,NT316,SPIRE HARPENDEN HOSPITAL,55,111,166,0,0,0,0,0,177,158,177,158,0,158
2012-01-01,NT319,SPIRE HARTSWOOD HOSPITAL,21,73,94,21,73,94,0,0,0,168,0,168,0,168
2012-02-01,NT319,SPIRE HARTSWOOD HOSPITAL,25,67,92,25,67,92,0,0,0,192,0,192,0,192
2012-03-01,NT319,SPIRE HARTSWOOD HOSPITAL,19,63,82,19,63,82,0,0,185,221,185,221,0,221
2012-04-01,NT319,SPIRE HARTSWOOD HOSPITAL,10,81,91,10,81,91,0,0,153,102,153,102,0,102
2012-05-01,NT319,SPIRE HARTSWOOD HOSPITAL,18,84,102,18,84,102,0,0,181,125,181,125,0,125
2012-06-01,NT319,SPIRE HARTSWOOD HOSPITAL,24,85,109,24,85,109,0,0,168,114,168,114,0,114
2012-07-01,NT319,SPIRE HARTSWOOD HOSPITAL,19,94,113,19,94,113,0,0,194,124,194,124,0,124
2012-08-01,NT319,SPIRE HARTSWOOD HOSPITAL,20,86,106,20,86,106,0,0,201,142,201,142,0,142
2012-09-01,NT319,SPIRE HARTSWOOD HOSPITAL,22,49,71,22,49,71,0,0,108,111,108,111,0,111
2012-10-01,NT319,SPIRE HARTSWOOD HOSPITAL,27,70,97,27,70,97,0,0,0,498,0,498,0,498
2012-11-01,NT319,SPIRE HARTSWOOD HOSPITAL,27,89,116,27,89,116,0,0,0,213,0,213,0,213
2012-12-01,NT319,SPIRE HARTSWOOD HOSPITAL,19,65,84,19,65,84,0,0,0,154,0,154,0,154
2013-01-01,NT319,SPIRE HARTSWOOD HOSPITAL,34,113,147,34,113,147,0,0,129,172,129,172,0,172
2013-02-01,NT319,SPIRE HARTSWOOD HOSPITAL,15,84,99,15,84,99,0,0,125,133,125,133,0,133
2013-03-01,NT319,SPIRE HARTSWOOD HOSPITAL,25,117,142,25,117,142,0,0,183,132,183,132,0,132
2013-04-01,NT319,SPIRE HARTSWOOD HOSPITAL,19,76,95,19,76,95,0,0,233,225,233,225,0,225
2013-05-01,NT319,SPIRE HARTSWOOD HOSPITAL,27,82,109,27,82,109,0,0,164,216,164,216,0,216
2013-06-01,NT319,SPIRE HARTSWOOD HOSPITAL,15,66,81,15,66,81,0,0,188,202,188,202,0,202
2013-07-01,NT319,SPIRE HARTSWOOD HOSPITAL,20,70,90,20,70,90,0,0,132,142,132,142,0,142
2013-08-01,NT319,SPIRE HARTSWOOD HOSPITAL,24,69,93,24,69,93,0,0,142,119,142,119,0,119
2013-09-01,NT319,SPIRE HARTSWOOD HOSPITAL,33,78,111,33,78,111,0,0,89,151,89,151,0,151
2013-10-01,NT319,SPIRE HARTSWOOD HOSPITAL,32,86,118,32,86,118,0,0,189,147,189,147,0,147
2013-11-01,NT319,SPIRE HARTSWOOD HOSPITAL,36,105,141,36,105,141,0,0,109,149,109,149,0,149
2013-12-01,NT319,SPIRE HARTSWOOD HOSPITAL,23,89,112,23,89,112,0,0,84,110,84,110,0,110
2014-01-01,NT319,SPIRE HARTSWOOD HOSPITAL,23,130,153,23,130,153,0,0,86,127,86,127,0,127
2014-02-01,NT319,SPIRE HARTSWOOD HOSPITAL,31,116,147,31,116,147,0,0,94,106,94,106,0,106
2014-03-01,NT319,SPIRE HARTSWOOD HOSPITAL,30,125,155,30,125,155,0,0,104,151,104,151,0,151
2014-04-01,NT319,SPIRE HARTSWOOD HOSPITAL,25,121,146,25,121,146,0,0,84,115,84,115,0,115
2014-05-01,NT319,SPIRE HARTSWOOD HOSPITAL,23,132,155,23,132,155,0,0,121,140,121,140,0,140
2014-06-01,NT319,SPIRE HARTSWOOD HOSPITAL,28,107,135,28,107,135,0,0,175,127,175,127,0,127
2014-07-01,NT319,SPIRE HARTSWOOD HOSPITAL,21,128,149,21,128,149,0,0,224,175,224,175,0,175
2014-08-01,NT319,SPIRE HARTSWOOD HOSPITAL,25,88,113,25,88,113,0,0,140,203,140,203,0,203
2014-09-01,NT319,SPIRE HARTSWOOD HOSPITAL,21,88,109,21,88,109,0,0,168,150,168,150,0,150
2014-10-01,NT319,SPIRE HARTSWOOD HOSPITAL,25,96,121,25,96,121,0,0,168,169,168,169,0,169
2014-11-01,NT319,SPIRE HARTSWOOD HOSPITAL,27,98,125,27,98,125,0,0,130,152,130,152,0,152
2014-12-01,NT319,SPIRE HARTSWOOD HOSPITAL,20,102,122,20,102,122,0,0,109,137,109,137,0,137
2015-01-01,NT319,SPIRE HARTSWOOD HOSPITAL,11,88,99,0,0,0,0,0,152,160,152,160,0,160
2015-02-01,NT319,SPIRE HARTSWOOD HOSPITAL,30,110,140,0,0,0,0,0,308,181,308,181,0,181
2015-03-01,NT319,SPIRE HARTSWOOD HOSPITAL,16,132,148,0,0,0,0,0,193,199,193,199,0,199
2015-04-01,NT319,SPIRE HARTSWOOD HOSPITAL,29,92,121,29,92,121,0,0,80,162,80,162,0,162
2015-05-01,NT319,SPIRE HARTSWOOD HOSPITAL,20,110,130,20,110,130,0,0,94,173,94,173,0,173
2015-06-01,NT319,SPIRE HARTSWOOD HOSPITAL,21,100,121,21,100,121,0,0,71,205,71,205,0,205
2015-07-01,NT319,SPIRE HARTSWOOD HOSPITAL,20,114,134,20,114,134,0,0,90,180,90,180,0,180
2015-08-01,NT319,SPIRE HARTSWOOD HOSPITAL,32,99,131,32,99,131,0,0,222,194,222,194,0,194
2015-09-01,NT319,SPIRE HARTSWOOD HOSPITAL,9,62,71,0,0,0,0,0,284,207,284,207,0,207
2015-10-01,NT319,SPIRE HARTSWOOD HOSPITAL,18,100,118,0,0,0,0,0,191,174,191,174,0,174
2015-11-01,NT319,SPIRE HARTSWOOD HOSPITAL,32,114,146,0,0,0,0,0,151,153,151,153,0,153
2015-12-01,NT319,SPIRE HARTSWOOD HOSPITAL,23,89,112,0,0,0,0,0,303,176,303,176,0,176
2016-01-01,NT319,SPIRE HARTSWOOD HOSPITAL,19,112,131,0,0,0,0,0,171,158,171,158,0,158
2016-02-01,NT319,SPIRE HARTSWOOD HOSPITAL,28,95,123,0,0,0,0,0,215,181,215,181,0,181
2016-03-01,NT319,SPIRE HARTSWOOD HOSPITAL,33,116,149,0,0,0,0,0,145,174,145,174,0,174
2016-04-01,NT319,SPIRE HARTSWOOD HOSPITAL,27,90,117,0,0,0,0,0,253,167,253,167,0,167
2016-05-01,NT319,SPIRE HARTSWOOD HOSPITAL,33,118,151,0,0,0,0,0,221,193,221,193,0,193
2016-06-01,NT319,SPIRE HARTSWOOD HOSPITAL,24,122,146,0,0,0,0,0,235,173,235,173,0,173
2016-07-01,NT319,SPIRE HARTSWOOD HOSPITAL,27,87,114,0,0,0,0,0,212,177,212,177,0,177
2016-08-01,NT319,SPIRE HARTSWOOD HOSPITAL,40,98,138,0,0,0,0,0,303,181,303,181,0,181
2016-09-01,NT319,SPIRE HARTSWOOD HOSPITAL,19,98,117,0,0,0,0,0,259,192,259,192,0,192
2016-10-01,NT319,SPIRE HARTSWOOD HOSPITAL,28,86,114,0,0,0,0,0,283,199,283,199,0,199
2016-11-01,NT319,SPIRE HARTSWOOD HOSPITAL,31,91,122,0,0,0,0,0,285,265,285,265,0,265
2016-12-01,NT319,SPIRE HARTSWOOD HOSPITAL,24,101,125,0,0,0,0,0,161,193,161,193,0,193
2012-01-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,101,299,400,101,299,400,0,0,561,261,561,261,0,261
2012-02-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,121,300,421,121,300,421,0,0,544,305,544,305,0,305
2012-03-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,99,288,387,99,288,387,0,0,573,301,573,301,0,301
2012-04-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,78,192,270,78,192,270,0,0,516,355,516,355,0,355
2012-05-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,127,312,439,127,312,439,0,0,542,369,542,369,0,369
2012-06-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,102,253,355,102,253,355,0,0,512,294,512,294,0,294
2012-07-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,115,253,368,115,253,368,0,0,546,341,546,341,0,341
2012-08-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,95,231,326,95,231,326,0,0,563,347,563,347,0,347
2012-09-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,104,286,390,104,286,390,0,0,574,365,574,365,0,365
2012-10-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,106,305,411,106,305,411,0,0,664,364,664,364,0,364
2012-11-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,133,334,467,133,334,467,0,0,572,403,572,403,0,403
2012-12-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,84,194,278,84,194,278,0,0,411,278,411,278,0,278
2013-01-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,160,466,626,160,466,626,0,0,794,397,794,397,0,397
2013-02-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,141,445,586,141,445,586,0,0,606,396,606,396,0,396
2013-03-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,157,499,656,157,499,656,0,0,691,381,691,381,0,381
2013-04-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,144,374,518,144,374,518,0,0,1013,482,1013,482,0,482
2013-05-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,96,327,423,96,327,423,0,0,589,414,589,414,0,414
2013-06-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,96,358,454,96,358,454,0,0,583,453,583,453,0,453
2013-07-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,115,362,477,115,362,477,0,0,524,412,524,412,0,412
2013-08-01,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,117,328,445,117,328,445,0,0,712,361,712,361,0,361
